quantity,value
bond_length,
rhf_energy,-1.575616476701866
uhf_energy,-1.8783518378847526
fci_energy,-1.8977806459898723
n_fci_configs,20
n_configs_below_uhf,43
n_configs_reach_fci,Never
max_subspace_size,66
min_qsci_energy,-1.8977806459898783
energy_diff_to_fci,-5.995204332975845e-15
chemical_accuracy_tol,0.0016
n_configs_chemacc_qsci,62
n_configs_chemacc_spin_symm,64
n_qubits,8
one_q_gates,108
two_q_gates,16
