basis,n_orbitals,bond_length,rhf_energy,uhf_energy,fci_energy,n_fci_configs,max_subspace_size,min_qsci_energy,energy_diff_to_fci,n_configs_below_uhf,n_configs_reach_fci
sto-3g,3,2.0,-0.9557494651389887,-0.9990890121059736,-1.0497564809410105,5,9,-1.0497564809410114,-8.881784197001252e-16,5,9
