basis,n_orbitals,bond_length,rhf_energy,uhf_energy,fci_energy,n_fci_configs,max_subspace_size,min_qsci_energy,energy_diff_to_fci,n_configs_below_uhf,n_configs_reach_fci
3-21g,6,2.0,-1.0435308642827876,-1.0612288137260442,-1.1056091788224482,20,32,-1.0863527911414061,0.019256387681042098,4,Never
