quantity,value
bond_length,2.0
rhf_energy,-1.575616476701866
uhf_energy,-1.8783518378847859
fci_energy,-1.8977806459898732
n_fci_configs,20
n_configs_below_uhf,16
n_configs_reach_fci,Never
max_subspace_size,36
min_qsci_energy,-1.8977806459898752
energy_diff_to_fci,-1.9984014443252818e-15
chemical_accuracy_tol,0.0016
n_configs_chemacc_qsci,36
n_configs_chemacc_spin_symm,36
n_qubits,8
one_q_gates,107
two_q_gates,16
