quantity,value
bond_length,
rhf_energy,-1.2297792766554225
uhf_energy,-1.8663345840893844
fci_energy,-1.8663437074991556
n_fci_configs,36.0
n_configs_below_uhf,21.0
n_configs_reach_fci,65.0
max_subspace_size,69.0
min_qsci_energy,-1.866343707499162
energy_diff_to_fci,-6.439293542825908e-15
chemical_accuracy_tol,0.0016
n_configs_chemacc_qsci,21.0
n_configs_chemacc_spin_symm,6.0
n_qubits,8.0
one_q_gates,109.0
two_q_gates,16.0
