quantity,value
bond_length,
rhf_energy,-1.829137412352686
uhf_energy,-1.932738358145897
fci_energy,-1.9961503255188089
n_fci_configs,20
n_configs_below_uhf,14
n_configs_reach_fci,Never
max_subspace_size,36
min_qsci_energy,-1.9961503255188093
energy_diff_to_fci,-4.440892098500626e-16
chemical_accuracy_tol,0.0016
n_configs_chemacc_qsci,34
n_configs_chemacc_spin_symm,36
n_qubits,8
one_q_gates,106
two_q_gates,16
