quantity,value
bond_length,
rhf_energy,-1.2297792766554232
uhf_energy,-1.8663345840893852
fci_energy,-1.866343707499157
n_fci_configs,36
n_configs_below_uhf,32
n_configs_reach_fci,Never
max_subspace_size,35
min_qsci_energy,-1.866343704944535
energy_diff_to_fci,2.5546218473948556e-09
chemical_accuracy_tol,0.0016
n_configs_chemacc_qsci,23
n_configs_chemacc_spin_symm,17
n_qubits,8
one_q_gates,107
two_q_gates,16
