subspace_size,qsci_energy,spin_symm_energy,fci_subspace_energy,mean_sample_number
169,-2.819935655009549,-2.8383491967841423,-2.8470850116796336,44030.64825929184
170,-2.819935655009566,-2.8383491967841445,-2.8471050207718376,44030.64825929184
171,-2.8199575278278877,-2.838349196784147,-2.8471178181718093,47354.33217431054
172,-2.8199766642722097,-2.8383491967841463,-2.8471277461925157,47354.33217431054
173,-2.8199766642722155,-2.8383491967841405,-2.8471341843344886,48454.91815445592
174,-2.819976664272213,-2.838349196784144,-2.847141363258209,48454.91815445592
175,-2.819976664272213,-2.838349196784144,-2.847144963441911,50691.65930790949
176,-2.8199766642722164,-2.838349196784147,-2.847148261597393,50691.65930790949
177,-2.8199841698590165,-2.8383491967841503,-2.8471500280198585,50691.65930790949
178,-2.8199896440387433,-2.838349196784149,-2.847151942208168,50691.65930790949
179,-2.8199993245291948,-2.83834919678415,-2.847154597205384,50691.65930790949
180,-2.8200082453076405,-2.8383491967841405,-2.8471571256856008,50691.65930790949
181,-2.8200168863500616,-2.8383547724651432,-2.8471635954142203,51370.45188537423
182,-2.8200247360729787,-2.838358751339168,-2.8471703785682143,51370.45188537423
183,-2.820039606390142,-2.8383657111246188,-2.847171081633377,51370.45188537423
184,-2.820052376344236,-2.838377830800875,-2.8471718352608626,51370.45188537423
185,-2.8200523763442424,-2.8383814715295976,-2.8471741203661693,51370.45188537423
186,-2.8200523763442416,-2.838392131041272,-2.8471759049081258,51370.45188537423
187,-2.820052376344244,-2.838448614007784,-2.8471772075621375,54821.358107562926
188,-2.8200523763442518,-2.838493708687573,-2.8471787382901876,54821.358107562926
189,-2.820052376344249,-2.838515977659251,-2.847179930941856,57215.887015857064
190,-2.820052376344238,-2.8385186968239746,-2.8471815051510148,57215.887015857064
191,-2.82005237634424,-2.8385228914198812,-2.847183654772673,57215.887015857064
192,-2.8200523763442367,-2.8385406882163706,-2.84718508890214,57215.887015857064
193,-2.8200643738994837,-2.8385436187037456,-2.847186752906547,57215.887015857064
194,-2.820075023731836,-2.838546725615739,-2.847189228462452,57215.887015857064
195,-2.820131029194168,-2.8385467256157555,-2.8471897675236337,57974.280813927806
196,-2.8201886189669945,-2.838546725615759,-2.8471903590311123,57974.280813927806
197,-2.820198213172189,-2.8385467256157453,-2.8471907820235827,62350.51055793702
198,-2.820206533691822,-2.8385467256157444,-2.84719124860473,62350.51055793702
199,-2.820206533691816,-2.83854672561575,-2.84719168157289,62543.24202790601
200,-2.820206533691822,-2.838546725615749,-2.847192133955613,62543.24202790601
201,-2.82021535182838,-2.838546725615749,-2.8471921339556037,67135.87308184661
202,-2.8202248947430975,-2.8385467256157444,-2.847192133955616,67135.87308184661
203,-2.820225236407464,-2.8385560067764297,-2.8471921339555983,67638.45459651087
204,-2.8202255165160577,-2.838587181746016,-2.8471921339556165,67638.45459651087
205,-2.820225516516054,-2.8386176394893123,-2.8471921339556014,67638.45459651087
206,-2.8202255165160537,-2.8386210690275453,-2.847192133955605,67638.45459651087
207,-2.820225516516053,-2.8386249333732736,-2.8471921339556103,67638.45459651087
208,-2.8202255165160524,-2.838629609665553,-2.8471921339555997,67638.45459651087
209,-2.820225516516055,-2.8386296096655568,-2.8471921339556117,69660.0288677107
210,-2.8202255165160564,-2.8386296096655492,-2.847192133955606,69660.0288677107
211,-2.820225516516042,-2.838629609665549,-2.847192133955616,70656.13767144104
212,-2.8202255165160537,-2.8386296096655608,-2.8471921339556068,70656.13767144104
213,-2.8202421939948463,-2.838636915784054,-2.847192133955599,75335.02435072335
214,-2.8202555409459005,-2.838669018571711,-2.847192133955606,75335.02435072335
215,-2.820257469811706,-2.838673134602365,-2.8471921339556046,75335.02435072335
216,-2.8202593997449297,-2.8386815394115668,-2.8471921339556077,75335.02435072335
217,-2.8202593997449417,-2.838705677499664,-2.847192133955602,75335.02435072335
218,-2.8202593997449337,-2.8387111090151658,-2.8471921339556094,75335.02435072335
219,-2.8202608014949115,-2.8387111090151644,-2.8471921339555997,82832.0703565176
220,-2.8202622674493285,-2.838711109015173,-2.8471921339555974,82832.0703565176
221,-2.820264824018006,-2.8387111090151835,-2.847192133955606,83057.31654308806
222,-2.8202669663291338,-2.8387111090151804,-2.8471921339555983,83057.31654308806
223,-2.820266966329136,-2.838755859054361,-2.847192133955604,86030.0146509952
224,-2.820266966329131,-2.838792711291763,-2.8471921339556023,86030.0146509952
225,-2.820266966329135,-2.8387927112917515,-2.8471921339556236,92257.52166709368
226,-2.820266966329137,-2.8387927112917657,-2.8471921339556014,92257.52166709368
227,-2.820268135550801,-2.8387927112917537,-2.8471921339556054,97896.3884748019
228,-2.820268980618313,-2.8387927112917652,-2.8471921339556103,97896.3884748019
229,-2.8203161893422375,-2.8388088526116957,-2.8471921339556117,101699.10390848272
230,-2.820365754599701,-2.8388204271149546,-2.8471921339556094,101699.10390848272
231,-2.820384802227553,-2.8388320237401783,-2.847192133955606,103526.67151112994
232,-2.8203848022275433,-2.8388413785949065,-2.847192133955602,103526.67151112994
233,-2.820384802227546,-2.8388511426195344,-2.847192133955602,111341.45548174548
234,-2.820399322813282,-2.8388583931663427,-2.847192133955598,111341.45548174548
235,-2.8204105009781193,-2.8388908233307695,-2.847192133955604,119197.39759806986
236,-2.8205058553481135,-2.838915025650201,-2.8471921339556068,119197.39759806986
237,-2.8206422190096996,-2.838915025650201,-2.847192133955605,120784.31974012862
238,-2.8206422190097067,-2.8389150256501945,-2.847192133955597,120784.31974012862
239,-2.820642219009695,-2.8389150256502047,-2.847192133955598,120784.31974012862
240,-2.8206623369319366,-2.8389150256502003,-2.8471921339556046,120784.31974012862
241,-2.820662336931942,-2.838915025650199,-2.8471921339556108,120784.31974012862
242,-2.8206623369319455,-2.838915025650198,-2.8471921339556143,120784.31974012862
243,-2.820662336931939,-2.8389150256501976,-2.8471921339556143,134528.34924532176
244,-2.8206623369319423,-2.8389150256502016,-2.8471921339555957,134528.34924532176
245,-2.8206623978597767,-2.838915025650192,-2.847192133955622,134528.34924532176
246,-2.820662459383142,-2.8389150256502043,-2.8471921339556,134528.34924532176
247,-2.820662636132433,-2.8389150256502007,-2.8471921339556054,134528.34924532176
248,-2.8206628447861903,-2.838915025650198,-2.84719213395561,134528.34924532176
249,-2.820662844786188,-2.8389349420617442,-2.847192133955608,147065.44779293868
250,-2.8206628447861903,-2.83894939242288,-2.8471921339556108,147065.44779293868
251,-2.8206628447861934,-2.83895202452347,-2.8471921339556023,148709.63992865864
252,-2.820662844786195,-2.838983332106969,-2.847192133955606,148709.63992865864
253,-2.8206628447861957,-2.838999411032382,-2.8471921339556023,148709.63992865864
254,-2.8206628447861957,-2.8390012895238326,-2.8471921339556063,148709.63992865864
255,-2.8206661028344886,-2.8390283251399997,-2.8471921339556046,148709.63992865864
256,-2.8206696973583374,-2.8390403856223587,-2.847192133955601,148709.63992865864
257,-2.8207283835026615,-2.839057200434786,-2.847192133955607,163800.00716098
258,-2.8207808692860663,-2.839067387213593,-2.847192133955606,163800.00716098
259,-2.8207808692860716,-2.8390673872135945,-2.8471921339555992,181053.16695858908
260,-2.820780869286062,-2.83906738721358,-2.847192133955606,181053.16695858908
261,-2.820780869286059,-2.839067387213586,-2.847192133955603,181053.16695858908
262,-2.8207808692860614,-2.8390673872135905,-2.8471921339556046,181053.16695858908
263,-2.8207808692860628,-2.8390673872135928,-2.8471921339556086,181053.16695858908
264,-2.8207808692860628,-2.839067387213601,-2.847192133955598,181053.16695858908
265,-2.820879281999505,-2.8390674020277418,-2.8471921339556134,195803.0318834273
266,-2.8209718220720412,-2.839067413628053,-2.8471921339556023,195803.0318834273
267,-2.8209718220720443,-2.8390674136280567,-2.8471921339556063,239786.23713002718
268,-2.8209718220720466,-2.8390674136280527,-2.847192133955599,239786.23713002718
269,-2.8209786257385105,-2.839067413628063,-2.847192133955608,341166.477388771
270,-2.8209869309824884,-2.839067413628065,-2.847192133955605,341166.477388771
271,-2.821005633226306,-2.839067413628072,-2.84719213395562,349652.2229872808
272,-2.8210056332263056,-2.8390674136280607,-2.8471921339556063,349652.2229872808
273,-2.8210056332263163,-2.8390674136280754,-2.8471921339556125,349652.2229872808
274,-2.8210459304438746,-2.8390674136280665,-2.8471921339556,349652.2229872808
275,-2.821077471523547,-2.839067413628055,-2.8471921339556054,349652.2229872808
276,-2.821077471523548,-2.8390674136280705,-2.847192133955596,349652.2229872808
277,-2.8210774715235476,-2.83909653420595,-2.847192133955606,415368.30578687263
278,-2.8210774715235565,-2.8391187783335945,-2.847192133955601,415368.30578687263
279,-2.821077471523553,-2.839122231544864,-2.8471921339556086,425732.088867641
280,-2.821102500465078,-2.8391262178649495,-2.8471921339556,425732.088867641
281,-2.8211321394682733,-2.8391300406613764,-2.8471921339556028,425732.088867641
282,-2.821132139468261,-2.8391300501214585,-2.8471921339556086,425732.088867641
283,-2.8211321394682654,-2.8391300648187023,-2.8471921339556063,425732.088867641
284,-2.821147666264658,-2.8391323021558765,-2.84719213395561,425732.088867641
285,-2.821165420282337,-2.8391375466902247,-2.8471921339556046,802164.6564738569
286,-2.821165420282347,-2.839141754422612,-2.847192133955609,802164.6564738569
287,-2.8211654202823375,-2.8391417544226067,-2.8471921339556077,976705.458637489
288,-2.8211686597154784,-2.839141754422605,-2.8471921339555997,976705.458637489
289,-2.8211723285871586,-2.839141754422601,-2.847192133955607,1631453.4335181247
290,-2.821225389085846,-2.8391417544226054,-2.847192133955599,1631453.4335181247
291,-2.821275687816012,-2.839144582418988,-2.847192133955605,1997624.7627881153
292,-2.8213153917472336,-2.839146463623784,-2.847192133955612,1997624.7627881153
293,-2.821315391747229,-2.8391500313878457,-2.8471921339556,2921029.269384001
294,-2.8213153917472216,-2.8391713723297527,-2.8471921339556134,2921029.269384001
295,-2.821626071691286,-2.839192774634579,-2.8471921339556028,2921029.269384001
296,-2.821626071691294,-2.8392079235871663,-2.847192133955618,2921029.269384001
297,-2.8216260716912775,-2.8392127224313612,-2.847192133955607,2921029.269384001
298,-2.8216353298630237,-2.8392299119856372,-2.8471921339556028,2921029.269384001
299,-2.8216427933029262,-2.839251194717463,-2.8471921339556054,3239745.7566437414
300,-2.821642793302919,-2.8392511947174697,-2.847192133955611,3556337.0354094645
301,-2.8216427933029182,-2.839251194717458,-2.8471921339556063,3556337.0354094645
302,-2.8218770540604257,-2.8392511947174626,-2.8471921339556236,3556337.0354094645
303,-2.822131454971039,-2.839251194717465,-2.847192133955617,3556337.0354094645
304,-2.8222728099621,-2.839251194717477,-2.8471921339556086,3556337.0354094645
305,-2.8224260984567535,-2.839251194717463,-2.8471921339556108,3556337.0354094645
306,-2.8232049800012002,-2.8392690013012496,-2.847192133955599,3846061.2737681
307,-2.8232049800012096,-2.8392802012237297,-2.847192133955605,3846061.2737681
308,-2.823204980001192,-2.8392802012237306,-2.8471921339555957,4710001.4322427
309,-2.823220734822083,-2.8392802012237244,-2.847192133955605,4710001.4322427
310,-2.823240076724096,-2.8393080351768867,-2.8471921339556014,6019613.038736159
311,-2.823240076724092,-2.8393080351768987,-2.847192133955604,6868044.182885413
312,-2.8232400767241006,-2.8393080351769004,-2.8471921339555992,6868044.182885413
313,-2.8232400767240957,-2.8393080351769027,-2.847192133955603,6868044.182885413
314,-2.8232400767240966,-2.8393080351768964,-2.8471921339556023,6868044.182885413
315,-2.8232400767241197,-2.8393080351769004,-2.8471921339556037,6868044.182885413
316,-2.8232400767241015,-2.8393080351768956,-2.8471921339556068,6868044.182885413
317,-2.8239025110064544,-2.839308035176891,-2.847192133955602,7467671.060122526
318,-2.823902511006454,-2.839308035176898,-2.8471921339555952,7467671.060122526
319,-2.8239025110064513,-2.8393231807549357,-2.847192133955608,8362443.033921525
320,-2.823902511006449,-2.8393234371801093,-2.847192133955602,8362443.033921525
321,-2.823902511006458,-2.8393296960483485,-2.847192133955612,8362443.033921525
322,-2.8241613773445806,-2.839336883278712,-2.8471921339556068,8362443.033921525
323,-2.824434694441131,-2.839339454569473,-2.847192133955611,8362443.033921525
324,-2.825560251988384,-2.8393475048508665,-2.847192133955622,8362443.033921525
325,-2.825563477167972,-2.839420378358184,-2.847192133955611,11767716.04413674
326,-2.825566287500534,-2.839484017339665,-2.8471921339556134,11767716.04413674
327,-2.825583102080871,-2.839484017339674,-2.8471921339556028,14103627.582313258
328,-2.82559893227933,-2.8394840173396676,-2.8471921339556183,14103627.582313258
329,-2.825750638203961,-2.8394840173396685,-2.8471921339555957,14218346.679193102
330,-2.825909912305698,-2.8394840173396734,-2.847192133955601,14218346.679193102
331,-2.826154253958061,-2.839607779219012,-2.847192133955612,14914759.001431406
332,-2.8264121877458135,-2.8397217218171913,-2.847192133955609,14914759.001431406
333,-2.826412187745823,-2.8397217218172033,-2.847192133955609,15914198.672077302
334,-2.8264121877458277,-2.839721721817208,-2.8471921339555912,15914198.672077302
335,-2.8264121877458233,-2.839748097591932,-2.847192133955607,17213113.608389806
336,-2.826412187745822,-2.8397480975919316,-2.847192133955601,17401013.61108843
337,-2.826417951945744,-2.8397480975919374,-2.8471921339556086,17401013.61108843
338,-2.8264228593247203,-2.8397890103500814,-2.8471921339556028,19375449.16772218
339,-2.8264715751171496,-2.839812672154991,-2.84719213395562,19375449.16772218
340,-2.8265249209249794,-2.8398126721549954,-2.847192133955619,27124793.198332682
341,-2.8265249209249714,-2.8398126721549954,-2.8471921339556037,27124793.198332682
342,-2.826524920924979,-2.839888938161269,-2.847192133955603,32773540.069185622
343,-2.8265249209249816,-2.839960482566475,-2.8471921339555992,32773540.069185622
344,-2.826524920924973,-2.840015283941385,-2.8471921339556023,33044036.301150158
345,-2.8265418324373517,-2.8400152839413733,-2.8471921339556068,34944473.327150166
346,-2.826557034296881,-2.840015283941384,-2.847192133955607,34944473.327150166
347,-2.826566958364195,-2.8404725794889787,-2.847192133955598,36954226.12536146
348,-2.8265773766491114,-2.8404725794889814,-2.8471921339556157,36954856.05724733
349,-2.826577376649118,-2.8404725794889756,-2.8471921339556046,36954856.05724733
350,-2.826577376649125,-2.840492838211548,-2.8471921339555983,37418118.59286849
351,-2.826577376649131,-2.8405045828438014,-2.8471921339556046,37418118.59286849
352,-2.826577376649113,-2.8407389932700635,-2.847192133955605,40769633.35040806
353,-2.826679271643749,-2.8409899184837792,-2.847192133955605,40769633.35040806
354,-2.8266792716437528,-2.8421365900297215,-2.847192133955602,42743856.44108633
355,-2.82667927164375,-2.8421365900297233,-2.8471921339556,43114406.33860421
356,-2.826679271643755,-2.8421365900297197,-2.847192133955606,43114406.33860421
357,-2.8266792716437545,-2.8421365900297024,-2.8471921339555997,45559824.14165297
