quantity,value
bond_length,
rhf_energy,-1.829137412352686
uhf_energy,-1.932738358145898
fci_energy,-1.9961503255188089
n_fci_configs,20
n_configs_below_uhf,14
n_configs_reach_fci,Never
max_subspace_size,52
min_qsci_energy,-1.9673592054689035
energy_diff_to_fci,0.02879112004990536
chemical_accuracy_tol,0.0016
n_configs_chemacc_qsci,Never
n_configs_chemacc_spin_symm,Never
n_qubits,8
one_q_gates,109
two_q_gates,16
