quantity,value
bond_length,
rhf_energy,-1.2297792766554232
uhf_energy,-1.8663345840893857
fci_energy,-1.866343707499157
n_fci_configs,36.0
n_configs_below_uhf,22.0
n_configs_reach_fci,31.0
max_subspace_size,36.0
min_qsci_energy,-1.8663437074991598
energy_diff_to_fci,-2.886579864025407e-15
chemical_accuracy_tol,0.0016
n_configs_chemacc_qsci,19.0
n_configs_chemacc_spin_symm,6.0
n_qubits,8.0
one_q_gates,108.0
two_q_gates,16.0
