quantity,value
bond_length,
rhf_energy,-1.8291374123526856
uhf_energy,-1.9327383581458988
fci_energy,-1.9961503255188093
n_fci_configs,20
n_configs_below_uhf,16
n_configs_reach_fci,Never
max_subspace_size,36
min_qsci_energy,-1.9961503255188082
energy_diff_to_fci,1.1102230246251565e-15
chemical_accuracy_tol,0.0016
n_configs_chemacc_qsci,32
n_configs_chemacc_spin_symm,32
n_qubits,8
one_q_gates,111
two_q_gates,16
