basis,n_orbitals,bond_length,rhf_energy,uhf_energy,fci_energy,n_fci_configs,max_subspace_size,min_qsci_energy,energy_diff_to_fci,n_configs_below_uhf,n_configs_reach_fci
sto-6g,3,2.0,-0.9643624770298721,-1.0076597272775443,-1.058252039731741,5,9,-1.0582520397317405,4.440892098500626e-16,5,9
