bond_length,subspace_size,qsci_energy,spin_symm_energy,fci_subspace_energy,fci_energy,rhf_energy,uhf_energy
2.0,103,-2.8406022706677163,-2.8408988948531273,-2.841655788143742,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,104,-2.841214144056631,-2.841214144056631,-2.841700263107076,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,105,-2.841214144056629,-2.841214144056631,-2.841701825759784,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,106,-2.841214144056633,-2.841214144056629,-2.841703104915262,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,107,-2.8412158913194756,-2.841215891319476,-2.84174431800942,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,108,-2.8412173856177185,-2.84121738561772,-2.841788449995324,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,109,-2.8412173856177105,-2.84121738561771,-2.8418312237667562,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,110,-2.841217385617716,-2.841217385617718,-2.8418698242225577,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,111,-2.8412173856177034,-2.8412173856177163,-2.84190349622436,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,112,-2.841217385617721,-2.841217385617706,-2.841934820116889,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,113,-2.841221905716651,-2.841221905716644,-2.841985013484711,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,114,-2.8412256095036725,-2.84122560950368,-2.842030912164315,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,115,-2.841225609503685,-2.8412256095036743,-2.842139800906163,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,116,-2.841225609503686,-2.841225609503681,-2.8422374840969242,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,117,-2.841225609503682,-2.841225609503686,-2.842272358163971,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,118,-2.8412256095036796,-2.8412256095036734,-2.842304783650181,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,119,-2.8412396186714886,-2.8412396186714997,-2.8423752678791123,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,120,-2.841251331515143,-2.841251331515144,-2.842453682134653,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,121,-2.8412513315151333,-2.8412513315151395,-2.8425680085895086,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,122,-2.84125133151514,-2.8412513315151378,-2.842669150873196,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,123,-2.841251331515146,-2.8412513315151378,-2.842824463087352,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,124,-2.8412513315151426,-2.8412513315151284,-2.8429477001935677,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,125,-2.841251331515142,-2.841251331515133,-2.8430685813751895,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,126,-2.841251331515125,-2.8412513315151298,-2.843199957310293,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,127,-2.841253074967077,-2.841251331515142,-2.8433521932263304,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,128,-2.8412544960291997,-2.8412513315151413,-2.84352060444618,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,129,-2.841255056754125,-2.8412513315151284,-2.843538190060608,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,130,-2.84125550132864,-2.841251331515135,-2.843551487138976,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,131,-2.841255501328655,-2.841251331515142,-2.8437220316481375,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,132,-2.84125550132866,-2.8412513315151378,-2.843849223700516,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,133,-2.8412735526994886,-2.841251331515133,-2.8439231718000886,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,134,-2.841288073085414,-2.841251331515146,-2.8440021317180917,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,135,-2.8412880730854098,-2.8412513315151346,-2.844049310010696,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,136,-2.841288073085411,-2.8412513315151458,-2.844108313500384,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,137,-2.841288073085416,-2.84125133151514,-2.8441736452645503,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,138,-2.841288073085417,-2.8412513315151493,-2.844264443961131,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,139,-2.8412880730854204,-2.8412513315151413,-2.844417570527455,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,140,-2.8412880730854075,-2.8412513315151315,-2.844591616506847,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,141,-2.8412880730854106,-2.841251331515135,-2.844698382579342,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,142,-2.8412880730854018,-2.8412513315151586,-2.8447954587026905,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,143,-2.841288073085409,-2.8412513315151395,-2.8450003869623623,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,144,-2.8412880730854093,-2.841251331515143,-2.8451781259422093,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,145,-2.841301154185223,-2.8412530749670686,-2.845279108681015,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,146,-2.841312554669487,-2.8412544960292037,-2.845368445887841,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,147,-2.8413125546694946,-2.8412550567541275,-2.8456019218401982,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,148,-2.841312554669504,-2.8412555013286567,-2.845795216818191,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,149,-2.841312554669506,-2.841273552699495,-2.8459375694477185,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,150,-2.841312554669502,-2.841288073085404,-2.846076006365453,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,151,-2.8413125546695044,-2.8412880730854138,-2.8462220178629725,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,152,-2.841312554669487,-2.8412880730854058,-2.84635178970417,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,153,-2.8413728456585434,-2.841288073085416,-2.846492139661085,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,154,-2.8414361483177064,-2.8412880730853973,-2.8466225391731923,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,155,-2.8414361483177086,-2.8412880730854106,-2.8467251722575875,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,156,-2.8414361483177197,-2.84128807308541,-2.846809224548019,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,157,-2.841450587525824,-2.8412880730854027,-2.8468454751016536,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,158,-2.841462945550056,-2.841288073085411,-2.8468744058035553,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,159,-2.8414629455500626,-2.8412880730854018,-2.8469142808168524,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,160,-2.8414629455500684,-2.8412880730854067,-2.846941469333108,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,161,-2.841462945550063,-2.8413011541852247,-2.8469551503672426,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,162,-2.8414629455500795,-2.8413125546694906,-2.846970399803859,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,163,-2.841462945550072,-2.841312554669496,-2.846982495705415,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,164,-2.8414629455500675,-2.841312554669491,-2.8469960035885395,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,165,-2.8414629455500635,-2.841312554669499,-2.8470153017459583,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,166,-2.841462945550065,-2.841312554669494,-2.8470375470653213,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,167,-2.8414629455500635,-2.841312554669494,-2.8470537022063414,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,168,-2.84152145463127,-2.841312554669502,-2.847067848400226,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,169,-2.8415214546312737,-2.8413125546695017,-2.8470850116796322,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,170,-2.8415824370291904,-2.8413125546694955,-2.8471050207718194,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,171,-2.8415824370291993,-2.841312554669494,-2.8471178181717947,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,172,-2.841629317265595,-2.8413125546695004,-2.8471277461925193,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,173,-2.8416293172656024,-2.8413728456585443,-2.8471341843344917,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,174,-2.8416716008726266,-2.841436148317703,-2.847141363258209,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,175,-2.8416716008726306,-2.841468693074929,-2.8471449634419117,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,176,-2.841671600872626,-2.8415726017393883,-2.8471482615973933,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,177,-2.8416716008726293,-2.841681175290861,-2.8471500280198327,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,178,-2.8416716008726355,-2.8416944264360193,-2.8471519422081673,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,179,-2.841671600872636,-2.8416944264360247,-2.8471545972053733,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,180,-2.841671600872636,-2.8416944264360033,-2.847157125685595,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,181,-2.8416716008726253,-2.8417079725471877,-2.84716359541421,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,182,-2.8416716008726377,-2.841719519784868,-2.847170378568218,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,183,-2.8416716008726275,-2.8417195197848626,-2.8471710816333737,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,184,-2.841671600872637,-2.8417195197848675,-2.8471718352608537,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,185,-2.8416716008726275,-2.8417195197848617,-2.8471741203661693,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,186,-2.841671600872626,-2.841719519784859,-2.8471759049081307,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,187,-2.841713940220571,-2.841719519784862,-2.847177207562133,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,188,-2.841758913992545,-2.8417195197848595,-2.8471787382901823,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,189,-2.8417589139925523,-2.8417195197848666,-2.84717993094186,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,190,-2.841758913992544,-2.841719519784852,-2.847181505151017,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,191,-2.8417589139925408,-2.8417195197848644,-2.8471836547726785,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,192,-2.841758913992547,-2.8417195197848826,-2.8471850889021426,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,193,-2.8418159348171446,-2.8417195197848666,-2.847186752906528,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,194,-2.8418667385545775,-2.8417195197848684,-2.8471892284624527,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,195,-2.841866738554567,-2.8417195197848724,-2.8471897675236275,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,196,-2.841866738554574,-2.841719519784861,-2.8471903590311145,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,197,-2.8418667385545726,-2.8417195197848546,-2.8471907820235702,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,198,-2.8418667385545784,-2.841719519784864,-2.847191248604713,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,199,-2.841866738554575,-2.8417195197848653,-2.847191681572874,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,200,-2.8418708899528564,-2.8417195197848724,-2.8471921339556068,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,201,-2.8418750875114953,-2.8417195197848684,-2.847192133955593,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,202,-2.8418750875115055,-2.8417195197848675,-2.847192133955614,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,203,-2.841875087511507,-2.8417195197848697,-2.847192133955589,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,204,-2.8418750875114993,-2.841719519784867,-2.8471921339555983,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,205,-2.841915111998966,-2.8419104097775567,-2.8471921339556014,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,206,-2.8419151119989734,-2.841926108734324,-2.847192133955608,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,207,-2.8419577690284785,-2.84194199766291,-2.8471921339556068,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,208,-2.8419577690284887,-2.8420035887707855,-2.8471921339555957,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,209,-2.841957769028484,-2.8421586695632475,-2.8471921339556,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,210,-2.8419577690284816,-2.8422089889543263,-2.8471921339555872,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,211,-2.842005604830406,-2.842208988954322,-2.8471921339555895,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,212,-2.842058326995002,-2.8422089889543156,-2.847192133955608,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,213,-2.8420583317082166,-2.8422678878975716,-2.8471921339555983,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,214,-2.842058331708223,-2.8423201450813957,-2.847192133955599,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,215,-2.842058331708216,-2.842320145081407,-2.847192133955588,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,216,-2.8420949123085726,-2.8423201450814037,-2.8471921339556023,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,217,-2.842129114335211,-2.8423201450813877,-2.847192133955605,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,218,-2.842129835921303,-2.842320145081406,-2.8471921339556086,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,219,-2.8421319583231646,-2.8423201450814006,-2.8471921339556054,-2.847192133955601,-2.368421284279994,-2.8194898991254087
