bond_length,subspace_size,qsci_energy,spin_symm_energy,fci_subspace_energy,fci_energy,rhf_energy,uhf_energy
2.0,56,-2.818304568512216,-2.8360556749013432,-2.8321820105286424,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,57,-2.8183064368196282,-2.836071730534081,-2.8323055685979988,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,58,-2.818625379022555,-2.8360833599217794,-2.832403716429149,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,59,-2.81909691086292,-2.8360951474983196,-2.832521441983704,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,60,-2.8192789061618093,-2.836104265986289,-2.8326186686351282,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,61,-2.819278924367854,-2.836130801478747,-2.832791493701845,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,62,-2.819278939175246,-2.8361515388069765,-2.833001406359496,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,63,-2.819369503919442,-2.8362206870901248,-2.8331262699029,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,64,-2.8194689709251715,-2.836294935317003,-2.833297876139388,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,65,-2.8194764692444783,-2.836296022670906,-2.8334408532010986,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,66,-2.8194842240769256,-2.8362964199922245,-2.8336803890210454,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,67,-2.819570552917027,-2.836362216330687,-2.8339501559645113,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,68,-2.819667910138771,-2.836415400747899,-2.8340236570451833,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,69,-2.8197978020920575,-2.8364331036272077,-2.834105222860449,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,70,-2.8200885417174053,-2.836433912708391,-2.83419571458079,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,71,-2.8204764025797604,-2.8364345521012067,-2.834389335255608,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,72,-2.820704089276509,-2.836453019532793,-2.83465625012749,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,73,-2.8207040892765196,-2.8364639672204266,-2.83488884981007,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,74,-2.8207040892765205,-2.8364768154051743,-2.834996518454355,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,75,-2.820704089276517,-2.836676483320137,-2.8351258757685325,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,76,-2.8207040892765147,-2.8366846667938033,-2.8352601034869056,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,77,-2.8207040892765227,-2.836691155252938,-2.8353585891502466,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,78,-2.8207040892765285,-2.836941275747549,-2.835534751412206,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,79,-2.820704089276511,-2.8369413001940065,-2.8356832094402376,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,80,-2.8207040892765054,-2.8369413184484094,-2.83607359566928,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,81,-2.8207040892765205,-2.8369413904212983,-2.836524258077404,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,82,-2.82070408927652,-2.8369414663971333,-2.836807940228107,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,83,-2.8207040892765183,-2.8369712087413377,-2.837040310976074,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,84,-2.8207040892765214,-2.8370059105284633,-2.837372943584317,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,85,-2.820704089276511,-2.8370244750309133,-2.8375428330623254,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,86,-2.8207040892765245,-2.8370441894130836,-2.8376819835096985,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,87,-2.8207040892765276,-2.837209170619064,-2.8378657654248585,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,88,-2.820704089276517,-2.8374140019831895,-2.8379974312952734,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,89,-2.82070408927652,-2.837414001983189,-2.8383791509351175,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,90,-2.820704089276524,-2.8374140019831864,-2.838956172923549,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,91,-2.8207040892765214,-2.8374140019831833,-2.839743252254511,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,92,-2.8207040892765183,-2.8374140019831824,-2.8410399453324384,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,93,-2.8207040892765165,-2.8374140019831815,-2.8411239487003064,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,94,-2.8207040892765076,-2.83741400198318,-2.8412089919326804,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,95,-2.8207040892765303,-2.8374140019831966,-2.841227877561517,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,96,-2.820704089276515,-2.83741400198318,-2.8412517192510856,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,97,-2.820704089276519,-2.8374140019831824,-2.8413541668635576,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,98,-2.8207040892765125,-2.837414001983193,-2.841458688423865,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,99,-2.8207040892765196,-2.837414001983178,-2.8414869142814707,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,100,-2.8207040892765134,-2.837414001983184,-2.841524897857603,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,101,-2.820739303371247,-2.837414001983172,-2.841567811904922,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,102,-2.8207671884350427,-2.8374140019831833,-2.8416142021494553,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,103,-2.820793576260734,-2.8374140019831864,-2.8416557881437594,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,104,-2.8208139608206304,-2.837414001983186,-2.8417002631070853,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,105,-2.8208139608206415,-2.8374140019831944,-2.841701825759786,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,106,-2.820813960820649,-2.837414001983187,-2.841703104915253,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,107,-2.820813960820633,-2.837414001983185,-2.8417443180094275,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,108,-2.82081396082064,-2.8374140019831837,-2.841788449995334,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,109,-2.8208139608206437,-2.8374140019831824,-2.841831223766743,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,110,-2.820813960820637,-2.837414001983183,-2.8418698242225684,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,111,-2.82081396082064,-2.837414001983191,-2.8419034962243854,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,112,-2.8208139608206397,-2.837414001983181,-2.8419348201169035,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,113,-2.8208139608206455,-2.8374140019831913,-2.841985013484719,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,114,-2.820813960820655,-2.8374140019831904,-2.842030912164321,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,115,-2.8208139608206415,-2.837414001983186,-2.8421398009061547,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,116,-2.8208139608206397,-2.8374140019831957,-2.842237484096921,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,117,-2.8208139608206397,-2.837414001983187,-2.8422723581639713,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,118,-2.8208139608206593,-2.8374140019831855,-2.8423047836501634,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,119,-2.8208144924316567,-2.8374140019831726,-2.842375267879127,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,120,-2.8208149407270704,-2.8374140019831815,-2.8424536821346407,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,121,-2.820814940727069,-2.8374140019831775,-2.8425680085895055,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,122,-2.8208149407270686,-2.8374140019831797,-2.8426691508731943,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,123,-2.8208149407270624,-2.8374140019831766,-2.842824463087339,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,124,-2.8208149407270655,-2.8374140019831917,-2.8429477001935792,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,125,-2.8208163561576156,-2.8374140019831877,-2.843068581375186,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,126,-2.820817508406156,-2.8374140019831837,-2.843199957310292,-2.847192133955601,-2.368421284279994,-2.8194898991254087
2.0,127,-2.820817508406152,-2.8374140019831877,-2.8433521932263304,-2.847192133955601,-2.368421284279994,-2.8194898991254087
