quantity,value
bond_length,2.0
rhf_energy,-2.368421284279994
uhf_energy,-2.8194898991254096
fci_energy,-2.8471921339555992
n_fci_configs,200
n_configs_below_uhf,74
n_configs_reach_fci,Never
max_subspace_size,405
min_qsci_energy,-2.8471921339556086
energy_diff_to_fci,-9.325873406851315e-15
chemical_accuracy_tol,0.0016
n_configs_chemacc_qsci,308
n_configs_chemacc_spin_symm,336
