quantity,value
bond_length,
rhf_energy,-2.368421284279994
uhf_energy,-2.8194898991246626
fci_energy,-2.847192133955602
n_fci_configs,200.0
n_configs_below_uhf,190.0
max_subspace_size,400.0
min_qsci_energy,-2.8471921339556108
energy_diff_to_fci,-8.881784197001252e-15
chemical_accuracy_tol,0.0016
n_configs_chemacc_qsci,381.0
n_configs_chemacc_spin_symm,389.0
n_qubits,12.0
one_q_gates,232.0
two_q_gates,36.0
