subspace_size,qsci_energy,qsci_S2,spin_symm_energy,spin_symm_S2,fci_subspace_energy,mean_sample_number
1,-1.170329772549202,1.0,-1.1703297725492023,1.0,-1.2297792766554239,5.142384105960264
2,-1.1799047967069458,1.9999999999995677,-1.35798240100089,2.0,-1.2297792766554239,5.142384105960264
3,-1.2144419402326774,0.9567118764535754,-1.35798240100089,2.0,-1.4239952069950446,5.76252319109462
4,-1.214441940232678,0.9567118764535851,-1.3593964005140693,2.9901658428582327,-1.5132683906433662,5.76252319109462
5,-1.2144616365409486,0.9280536719510686,-1.5280348806868753,3.9976150945667763,-1.731227427584035,5.76252319109462
6,-1.2147333399595779,0.9999999999997822,-1.6231613949973551,4.561114105150012,-1.866335847396058,5.76252319109462
7,-1.2379540609335666,1.0,-1.743652809424236,5.235995238842824,-1.8663358474551948,5.76252319109462
8,-1.2379540609335666,1.0000000000000002,-1.8663187811355386,6.000000000000002,-1.8663358475453768,5.76252319109462
9,-1.4424462472311639,1.7108259179706804,-1.86631878113554,5.999999999999998,-1.866335847872065,6.090196078431372
10,-1.4424462472311632,1.7108259179706808,-1.8663187811355368,6.0,-1.8663359357530738,6.69396551724138
11,-1.446270523571179,1.7388512616586274,-1.866318781135539,6.000000000000002,-1.8663359359017067,6.69396551724138
12,-1.5297773011609992,0.6520822390727957,-1.8663187811355382,6.000000000000002,-1.866338026318221,15.846938775510205
13,-1.5297773011609996,0.6520822390728951,-1.866318781135539,6.000000000000002,-1.866338835420748,15.846938775510205
14,-1.5354607296088763,0.23874934040364898,-1.8663187811355364,6.0000000000000036,-1.8663394444727746,20.434210526315788
15,-1.6403410039261708,1.3547065760745198,-1.8663187811355368,6.000000000000002,-1.8663413881792124,20.434210526315788
16,-1.640341003926172,1.3547065760745343,-1.8663187811355375,6.0,-1.8663429738311648,20.434210526315788
17,-1.6403410039261717,1.3547065760745318,-1.8663187811355393,6.000000000000003,-1.866342988929156,20.434210526315788
18,-1.664390964393282,1.7084875706937244,-1.8663187811355386,6.000000000000002,-1.866343000841577,25.459016393442624
19,-1.6643909643934511,1.7084875706900047,-1.8663187811355395,5.999999999999999,-1.866343706337884,25.459016393442624
20,-1.6785433185780647,1.7366939582649938,-1.8663187811355404,5.999999999999998,-1.8663437074991611,77.65
21,-1.6785433185780645,1.7366939582649874,-1.866318781135538,6.000000000000002,-1.8663437074991593,115.03703703703704
22,-1.678646143464581,1.7551796732251517,-1.8663187811355386,6.000000000000001,-1.8663437074991653,115.03703703703704
23,-1.6787121269820315,1.7342905717469177,-1.86631878113554,5.999999999999999,-1.8663437074991567,115.03703703703704
24,-1.6789273626039618,1.7444822640512532,-1.8663187811355395,6.000000000000001,-1.8663437074991613,141.1818181818182
25,-1.6789276497421244,1.7438715634567516,-1.8663187811355397,6.000000000000001,-1.8663437074991653,141.1818181818182
26,-1.7752262094955926,1.865902573558038,-1.8663187811355386,6.0,-1.8663437074991616,155.30000000000004
27,-1.804862333927352,3.1930890813412147,-1.8663237582202703,2.0,-1.866343707499158,155.30000000000004
28,-1.804925531631838,3.186481187885277,-1.8663237582202703,1.9999999999999998,-1.8663437074991627,258.83333333333337
29,-1.804925531631839,3.1864811878852786,-1.8663237582202703,2.0,-1.8663437074991656,517.6666666666667
30,-1.8661674741549166,1.999767520188506,-1.8663237582202703,2.0,-1.8663437074991607,517.6666666666667
31,-1.8663293163247847,2.0000000363172283,-1.86632375822027,2.0,-1.866343707499162,776.5000000000001
32,-1.8663293163248496,1.9999999879299484,-1.8663293163248798,2.0,-1.8663437074991593,776.5000000000001
33,-1.8663293163248489,1.9999999879299397,-1.8663293163248802,1.9999999999999998,-1.866343707499159,1553.0000000000002
