quantity,value
bond_length,
rhf_energy,-1.2297792766554227
uhf_energy,-1.8663345840893848
fci_energy,-1.8663437074991556
n_fci_configs,36
n_configs_below_uhf,58
n_configs_reach_fci,Never
max_subspace_size,61
min_qsci_energy,-1.8663346066618225
energy_diff_to_fci,9.100837333075873e-06
chemical_accuracy_tol,0.0016
n_configs_chemacc_qsci,15
n_configs_chemacc_spin_symm,6
n_qubits,8
one_q_gates,106
two_q_gates,16
