bond_length,eps1,subspace_size,hci_energy_var,hci_energy_pt2,abs_error_to_fci_var,abs_error_to_fci_pt2,rhf_energy,uhf_energy,fci_energy,n_fci_configs
2.0,0.0001,,,,,,-2.368421284279992,-2.8194898991254087,-2.847192133955601,200
2.0,0.0002,,,,,,-2.368421284279992,-2.8194898991254087,-2.847192133955601,200
2.0,0.0005,,,,,,-2.368421284279992,-2.8194898991254087,-2.847192133955601,200
2.0,0.001,,,,,,-2.368421284279992,-2.8194898991254087,-2.847192133955601,200
2.0,0.002,,,,,,-2.368421284279992,-2.8194898991254087,-2.847192133955601,200
2.0,0.005,,,,,,-2.368421284279992,-2.8194898991254087,-2.847192133955601,200
2.0,0.01,,,,,,-2.368421284279992,-2.8194898991254087,-2.847192133955601,200
