quantity,value
bond_length,3.0
rhf_energy,-1.9745608398354895
uhf_energy,-2.7997399344804137
fci_energy,-2.800681492448777
n_fci_configs,400.0
n_configs_below_uhf,363.0
n_configs_reach_fci,400.0
max_subspace_size,400.0
min_qsci_energy,-2.800681492448779
energy_diff_to_fci,-2.220446049250313e-15
