quantity,value
bond_length,
rhf_energy,-1.229779276655423
uhf_energy,-1.8663345840893848
fci_energy,-1.8663437074991573
n_fci_configs,36
n_configs_below_uhf,Never
n_configs_reach_fci,Never
max_subspace_size,20
min_qsci_energy,-1.6160510179430692
energy_diff_to_fci,0.2502926895560882
chemical_accuracy_tol,0.0016
n_configs_chemacc_qsci,Never
n_configs_chemacc_spin_symm,8
n_qubits,8
one_q_gates,109
two_q_gates,16
