quantity,value
bond_length,2.0
rhf_energy,-2.368421284279994
uhf_energy,-2.8194898991254105
fci_energy,-2.847192133955602
n_fci_configs,200
n_configs_below_uhf,67
n_configs_reach_fci,Never
max_subspace_size,135
min_qsci_energy,-2.8207989337597823
energy_diff_to_fci,0.02639320019581959
chemical_accuracy_tol,0.0016
n_configs_chemacc_qsci,Never
n_configs_chemacc_spin_symm,Never
