quantity,value
bond_length,
rhf_energy,-1.829137412352686
uhf_energy,-1.9327383581458983
fci_energy,-1.9961503255188089
n_fci_configs,20
n_configs_below_uhf,19
n_configs_reach_fci,Never
max_subspace_size,35
min_qsci_energy,-1.995927924652066
energy_diff_to_fci,0.00022240086674285564
chemical_accuracy_tol,0.0016
n_configs_chemacc_qsci,33
n_configs_chemacc_spin_symm,34
n_qubits,8
one_q_gates,108
two_q_gates,16
