quantity,value
bond_length,
rhf_energy,-1.8291374123526851
uhf_energy,-1.9327383581458961
fci_energy,-1.9961503255188089
n_fci_configs,20
n_configs_below_uhf,13
n_configs_reach_fci,Never
max_subspace_size,34
min_qsci_energy,-1.9776640166685566
energy_diff_to_fci,0.018486308850252264
chemical_accuracy_tol,0.0016
n_configs_chemacc_qsci,Never
n_configs_chemacc_spin_symm,Never
n_qubits,8
one_q_gates,108
two_q_gates,16
