quantity,value
bond_length,2.0
rhf_energy,-1.575616476701866
uhf_energy,-1.8535662676126474
fci_energy,-1.8977806459898732
n_fci_configs,20.0
n_configs_below_uhf,30.0
n_configs_reach_fci,36.0
max_subspace_size,36.0
min_qsci_energy,-1.8977806459898732
energy_diff_to_fci,0.0
chemical_accuracy_tol,0.0016
n_configs_chemacc_qsci,36.0
n_configs_chemacc_spin_symm,36.0
n_qubits,8.0
one_q_gates,107.0
two_q_gates,16.0
