quantity,value
bond_length,2.0
rhf_energy,-2.368421284279994
uhf_energy,-2.819489899125408
fci_energy,-2.8471921339556
n_fci_configs,200
n_configs_below_uhf,124
n_configs_reach_fci,Never
max_subspace_size,399
min_qsci_energy,-2.846503416239826
energy_diff_to_fci,0.0006887177157741675
