subspace_size,qsci_energy,fci_subspace_energy,mean_sample_number
109,-2.6008192081734096,-2.7620127236367833,333.5343341164744
110,-2.6023110573790684,-2.7626823018015076,346.9707869367113
111,-2.603290304786827,-2.763346608567446,352.2202218026063
112,-2.6049219570548363,-2.7638585667074427,352.9686625936629
113,-2.6065882889154404,-2.7644442805988794,358.76657389168963
114,-2.608995610292444,-2.7648800565378964,359.0111146324274
115,-2.611144428582164,-2.7649401519277346,360.1445409230353
116,-2.612679974360808,-2.7650004729156312,361.4111024846811
117,-2.6137604016165192,-2.7653152574845334,367.7266167203574
118,-2.6146047458951513,-2.765582504651726,373.39151353141267
119,-2.6174503850979525,-2.765664837439921,379.67113072574483
120,-2.618364119113717,-2.7657473665204986,382.14419926370135
121,-2.6215956464494687,-2.7664984343005297,387.07144617634407
122,-2.624508460241738,-2.767258380588132,389.69523755629706
123,-2.6252182968222,-2.767591702148829,392.7855113552144
124,-2.626440659805535,-2.767869879507411,401.0541222253189
125,-2.6294708397044375,-2.7681514729075567,404.1902274320169
126,-2.630514301598529,-2.768342346079821,411.79409093139583
127,-2.6313671858717504,-2.768571872443724,413.5182588567404
128,-2.632447734061858,-2.76874758612441,415.10693019643503
129,-2.634256278659343,-2.769653517230087,415.16209288108604
130,-2.6350270528044373,-2.77053656943056,415.452877435105
131,-2.6356343552653847,-2.7706635067681917,422.82209233498963
132,-2.638191609076429,-2.7707581275379503,424.19866382249916
133,-2.640164316088005,-2.7708727680769303,425.33718286411494
134,-2.6429332620249038,-2.770990046349861,435.78176130462623
135,-2.644293193682806,-2.7714531043850763,437.38209671034167
136,-2.647882129309686,-2.771896201463467,438.7357390266895
137,-2.64931389123516,-2.772099171412223,447.45902649535907
138,-2.651305792367569,-2.77225810811042,447.6111884547342
139,-2.6518030020809737,-2.7724970995925506,449.62088779752577
140,-2.6539966524970855,-2.7726690983943256,450.6453527916793
141,-2.654848462190374,-2.772855038640916,454.7520486586571
142,-2.656105200693482,-2.773046311425481,463.20405351095144
143,-2.6578170667450167,-2.773225446540657,463.58718676856193
144,-2.659720150724634,-2.7734022447619315,480.360225939438
145,-2.6610847399302693,-2.7737859611683633,481.9553651080185
146,-2.6623699295192176,-2.7741609937779845,490.1939577189941
147,-2.6641451730587242,-2.7753263199754605,490.40802049080213
148,-2.665356891004186,-2.776512118775647,490.91296979940444
149,-2.6660366611240964,-2.776777368715231,500.7317034469934
150,-2.6678010447203704,-2.7770402224132464,500.85155304411364
151,-2.668213134276027,-2.7772313845338426,510.16036158954864
152,-2.6683714909221687,-2.7774211208091897,516.2936638447999
153,-2.669396434466183,-2.7777210505223024,516.700006164726
154,-2.6714890161575955,-2.777977164715974,519.0237753685559
155,-2.673201812389013,-2.7781244699407384,519.5174129793443
156,-2.6739154748711322,-2.778258153566495,520.8490857336035
157,-2.6754567916119707,-2.778432541408001,521.9264886726421
158,-2.6762358291697916,-2.778626147959184,531.7906165384801
159,-2.6774970221114347,-2.7789003411610285,536.0943403903935
160,-2.6794869053861783,-2.779212723959497,538.2863335966849
161,-2.680501078560463,-2.7794837909388557,539.8863089029974
162,-2.681887126832375,-2.779751194235812,540.8455137973718
163,-2.6835308618396794,-2.780091050196318,548.976259817012
164,-2.6842083203842724,-2.780415056510906,550.9069075151788
165,-2.686849615018975,-2.780593603788064,551.0925559577763
166,-2.6888394022649615,-2.780771520308,552.2309670922314
167,-2.6900176642079208,-2.781113882353581,569.3934442854528
168,-2.6915595903421847,-2.7814593404196013,573.3554049358854
169,-2.692871727069523,-2.781527620026418,577.2419354045661
170,-2.696903870019461,-2.7815969510591714,579.0082876738023
171,-2.6974563352168426,-2.7817677897129833,589.2888610329733
172,-2.6996790709586374,-2.781938254618539,600.2413621322967
173,-2.7004085777217757,-2.7820936481388467,608.9535469991343
174,-2.7008329474516595,-2.7822549697694727,612.976417437731
175,-2.7010031215571364,-2.782353028852386,630.5656009647398
176,-2.701737218863886,-2.7824521350073717,633.3981044036669
177,-2.7024024111259037,-2.7828842031439116,635.2161356535149
178,-2.7032756536267017,-2.783306223027674,648.021413488365
179,-2.7038535788478506,-2.7836380221095114,648.3508405025258
180,-2.705298350791276,-2.7838922394483965,650.3003846240764
181,-2.7061604379817394,-2.7841550606561483,667.1121412132718
182,-2.710505686092247,-2.7843948672750116,682.386580828587
183,-2.711222541929949,-2.7846371018842095,686.6954972227078
184,-2.7119874177077734,-2.784867663825718,707.0188612339173
185,-2.71266530619202,-2.785095116904732,709.9180033066417
186,-2.713747005263358,-2.7853215585269386,714.6691319996207
187,-2.7152710390293255,-2.7855529049208547,717.1824908015217
188,-2.717421516884716,-2.7857700512074235,723.7984787560877
189,-2.7175990601274953,-2.786094522697183,729.1889413044242
190,-2.718391663816069,-2.786416948373723,734.7391902175883
191,-2.723960444619889,-2.7865482629921767,739.0353136091823
192,-2.724275829715555,-2.786677383423753,747.5584555095925
193,-2.724384057136031,-2.786790294335727,762.0033785505393
194,-2.7266283781378404,-2.7869017167999606,765.3249490949958
195,-2.7267783964441406,-2.7870883346376205,766.3922179521772
196,-2.7277074506968306,-2.7872777788805303,792.2774827016801
197,-2.7282042523907912,-2.7874891237082946,810.6201552433547
198,-2.7289664842976324,-2.7877171878755016,823.3405754578149
199,-2.7290082042829265,-2.78795841028277,826.2934824309498
200,-2.730000581445355,-2.7881256156324223,826.4413306492495
201,-2.730665976446899,-2.788275432935375,831.8945716818623
202,-2.7338210592499177,-2.788424165825225,831.8976176653163
203,-2.7346491396287096,-2.788504803265084,841.8015388272809
204,-2.73487952307694,-2.788587090304625,844.0371038405427
205,-2.735352295485672,-2.7887372949680316,849.4100703535748
206,-2.7367549800417277,-2.788884727900352,864.4749485711925
207,-2.7378615600743403,-2.7890826780501192,873.9782781126112
208,-2.738050489150362,-2.789262587389345,875.808410593159
209,-2.7383434217463227,-2.7894064484523207,879.9026021489884
210,-2.7389537367209145,-2.7895495136032618,890.8515044372955
211,-2.7393375498860446,-2.7897406108916236,930.4433645079321
212,-2.7408744286189064,-2.7899290572027304,934.0347862163601
213,-2.742224750409714,-2.790199639894999,947.736550662457
214,-2.7430358339725687,-2.790401057711849,955.7005298486678
215,-2.7444197310510834,-2.7906152199684713,956.4217828550892
216,-2.744923756963771,-2.790771038677279,956.870555710463
217,-2.745022537489851,-2.7909842409088115,959.785340897036
218,-2.745071080677891,-2.7911395605324514,968.7210252316703
219,-2.746164993861852,-2.7913740073151243,973.4631447493514
220,-2.7474461465722184,-2.7915622131398785,989.6340191181298
221,-2.747918024659316,-2.79176126864989,1002.9591216286584
222,-2.748599784799696,-2.791963732670653,1030.184749035191
223,-2.7498136853196966,-2.792243268558342,1031.6596191781448
224,-2.7513275998067406,-2.792404886816062,1038.6527974210362
225,-2.7516205806958003,-2.7925276470000484,1046.7450783297245
226,-2.752126254567718,-2.7926473652317343,1055.2827966044838
227,-2.752558989435457,-2.7927625705983825,1099.2631595575463
228,-2.7541560686259197,-2.7928494998347384,1103.1290642314325
229,-2.755992174910928,-2.7930109787181925,1121.7306891392032
230,-2.7560885692918013,-2.7931689131329858,1129.5513343249402
231,-2.756833629481259,-2.793225578698492,1137.76376707703
232,-2.757337363784055,-2.793282642827561,1145.4761798472555
233,-2.758618944718056,-2.793432685578422,1206.5908513967188
234,-2.7596792083485853,-2.7935835515544705,1212.3728684736516
235,-2.760604818089873,-2.7938227505276414,1224.1786586713902
236,-2.7608883592987423,-2.794010373367833,1228.7907232322796
237,-2.76124921372703,-2.794082030791873,1235.5966457407767
238,-2.7616058708998237,-2.7941537388539786,1246.931198200755
239,-2.7633456506682346,-2.79435154386802,1298.2495703369068
240,-2.764465890917666,-2.7945436928290204,1319.5871979450728
241,-2.7646137347372766,-2.7947995909217274,1346.0880451640041
242,-2.7646913112230287,-2.7949537488061678,1358.5715700055785
243,-2.766207118273151,-2.7951966187422954,1362.675312779705
244,-2.76662975074268,-2.795438834335654,1364.9417677290776
245,-2.7673417228740638,-2.795598735247235,1373.2970030750184
246,-2.767972334262797,-2.7957673294885224,1401.9935230782505
247,-2.768039858834804,-2.7958686380878364,1412.2555579262093
248,-2.768353182446784,-2.795949478615989,1422.0200696117172
249,-2.7683884685123927,-2.796019305079308,1423.7698068721222
250,-2.769333472612529,-2.7960681565948744,1477.1884340905538
251,-2.769408957185338,-2.7961046570351913,1522.6375421183213
252,-2.769681965551487,-2.7961415109098087,1529.5385838553882
253,-2.7709478811387314,-2.7962601459093808,1532.9588491981053
254,-2.771728610897994,-2.796366344132572,1557.831230578685
255,-2.7718050458031067,-2.7965028702429406,1571.058369348084
256,-2.773287909103998,-2.7965992998777294,1613.8792777546796
257,-2.7742036471371523,-2.796752904370705,1623.1756057190173
258,-2.7752600046791542,-2.796896320629055,1647.8533917514937
259,-2.7756914596843396,-2.7970572586042484,1651.0208623024564
260,-2.775715357041541,-2.7971513718538343,1680.6433907339933
261,-2.7767365713821066,-2.7972153428542272,1693.3080631508003
262,-2.776985047030363,-2.7972812597126087,1699.0661051612872
263,-2.777595925866602,-2.7972929369813144,1715.752998842711
264,-2.7787055764149655,-2.7973038778895343,1740.9311511383319
265,-2.779023175176422,-2.7973388009681535,1750.0431142559228
266,-2.779709505534728,-2.7973741862406243,1761.905906210974
267,-2.7797558279105243,-2.7974483010579454,1764.2300714063097
268,-2.7801405631553773,-2.7975246177899464,1795.8455572057508
269,-2.780314182005678,-2.7975989904488308,1797.0199866316982
270,-2.7815481357448903,-2.7976670344285304,1823.6303958655835
271,-2.7816312310589497,-2.7977345862207734,1853.4942337647412
272,-2.7816339753393833,-2.7977799528356306,1866.0425052197188
273,-2.781990737056321,-2.7978353813826664,1900.724702595685
274,-2.7821600489647627,-2.79792417903965,1901.7284772666608
275,-2.782561680316689,-2.797996997992167,1907.200169313455
276,-2.783147632669204,-2.798091819964959,2011.4758440420446
277,-2.784791219959234,-2.798153986499693,2012.4045840882202
278,-2.7851932326524658,-2.7982064867400958,2018.7101834001453
279,-2.78557071539669,-2.7982795154327156,2021.2890885193008
280,-2.785997492316896,-2.7983603646290933,2095.989182555155
281,-2.7862638618114315,-2.7984133223905747,2100.538457350953
282,-2.7866193641299324,-2.7984756742745875,2132.567753935795
283,-2.787044272471245,-2.798492228057238,2140.0675992418433
284,-2.787374974233844,-2.798508061365096,2202.7100083798177
285,-2.788182111084592,-2.798566948591329,2223.9708864219733
286,-2.7883414303137872,-2.798608328116134,2243.6494955881467
287,-2.7886566279040013,-2.7986405110740145,2270.788167901673
288,-2.789391661398966,-2.798665437779557,2341.3607226199597
289,-2.7895398825889304,-2.7987127376424326,2374.382127358857
290,-2.789993184638372,-2.798760912519717,2429.254368712226
291,-2.7903640674500894,-2.7988037764821487,2471.4387078665545
292,-2.7905787956857107,-2.798836605252797,2474.4044010702396
293,-2.7906461026871776,-2.7988879369209214,2480.479679609059
294,-2.7912928778526305,-2.7989401962900526,2518.6008884131516
295,-2.7913156492826525,-2.79898990721659,2588.090155943714
296,-2.791325488383645,-2.799020851474848,2618.582625009867
297,-2.791577790346006,-2.799056260055174,2737.4469558168234
298,-2.7917816833630833,-2.7990776604294574,2831.1166907854567
299,-2.791799556753667,-2.7991264546423587,2850.938758092335
300,-2.792593904949462,-2.799150796146738,2900.185081593859
301,-2.7927047274363828,-2.799195623885399,2938.7381469287575
302,-2.7928158357365613,-2.79924834083009,2949.073144002716
303,-2.7928374187148575,-2.79929597370032,3067.5526525541686
304,-2.7928644444605597,-2.7993445115641045,3148.956576626149
305,-2.7929185005335677,-2.799382453727379,3187.393516512029
306,-2.793494551133197,-2.799411702688951,3231.3314354415475
307,-2.79353738267817,-2.7994594593638102,3251.0034228447576
308,-2.7936086924399604,-2.79949093940356,3273.916273429216
309,-2.7942387820551002,-2.7995144007405357,3311.426452902031
310,-2.794572838023139,-2.799537012706244,3395.079222851169
311,-2.7945730926148613,-2.79957801441894,3418.0930092907806
312,-2.7949356195797477,-2.799618851309903,3466.040560765003
313,-2.7951407467715463,-2.79962482075441,3470.702627857152
314,-2.7953446869963483,-2.79963266580543,3504.376152021389
315,-2.7953546034993555,-2.799664385201561,3563.667471632963
316,-2.796775643729228,-2.7996960100554604,3620.9941146102224
317,-2.7968618951321744,-2.7997350260718967,3736.5400479070827
318,-2.797323019342101,-2.7997565966122515,3805.9872438215452
319,-2.7973624290088277,-2.7997944696724413,3902.218247417078
320,-2.7975572244278752,-2.7998119865720463,3993.406185350831
321,-2.7976336190594013,-2.7998513711089514,4008.145136930419
322,-2.7976423408649165,-2.7998904969877825,4027.7539368139
323,-2.797649507946537,-2.7999238865690854,4066.213721848436
324,-2.7976743056089175,-2.7999521266533867,4193.634205522154
325,-2.797750755711278,-2.8000011864464542,4339.350436896859
326,-2.79793137482484,-2.800050066164891,4678.514342920312
327,-2.7980488835936095,-2.800058038760319,4710.227985776687
328,-2.798076997711969,-2.800066030986888,4769.156864499491
329,-2.798080410348929,-2.8001210526947475,5134.124743307088
330,-2.798332713054736,-2.8001340946686106,5344.264209049138
331,-2.7984171743602184,-2.8001498955626323,5481.429362310538
332,-2.7984191973204946,-2.800168907551452,5530.8139921659895
333,-2.7984312162573506,-2.8001993223920403,5603.356496368052
334,-2.7984366927338415,-2.8002360523702645,6043.673054952599
335,-2.7984893141201215,-2.800270839620952,6142.428858544474
336,-2.79858618586167,-2.800308420587432,6392.449029736168
337,-2.7987649850507705,-2.800341994467,7248.878258290433
338,-2.7987723077049194,-2.800375941491023,7383.605643012446
339,-2.7987724204273556,-2.800391393162525,7399.064832843949
340,-2.798809855043164,-2.800404558523613,7545.7613727827575
341,-2.7988629206786926,-2.8004114615194244,7621.61672582191
342,-2.79906073208673,-2.8004225728285412,7813.832467463497
343,-2.799061634816443,-2.800452330856584,7826.059480982195
344,-2.799385829847451,-2.80045931860724,8321.827980241193
345,-2.79940449098632,-2.800463849982969,9238.02083645756
346,-2.7994102320913306,-2.8004706335151015,9989.157446822175
347,-2.7994462269974947,-2.800489164454861,10174.815559765042
348,-2.7994925793192658,-2.8005071239900934,10188.132977034835
349,-2.7994979175855432,-2.8005570898810124,10633.959122441003
350,-2.7996639462696824,-2.800614774674131,10767.680184353376
351,-2.7996684890977863,-2.80062326133914,11136.870472082837
352,-2.7996758526799335,-2.8006290150204576,11916.296476131369
353,-2.7996829637106755,-2.8006293909265856,12800.159555315999
354,-2.799682969591805,-2.80062977829601,13634.494438841271
355,-2.799703047323361,-2.800637664846065,14653.89377117032
356,-2.799730772242734,-2.800643903393989,15670.80309596146
357,-2.799731133778519,-2.80064399771001,16420.990592158352
358,-2.7997311805122598,-2.800644115436646,24832.277217301766
359,-2.7997311817860457,-2.800648154433155,30401.318437866805
360,-2.7997328565084425,-2.8006501492399645,34219.57412556447
361,-2.799733204955821,-2.8006502745867934,41893.86904373935
362,-2.7997360902113173,-2.8006504127734098,146539.76163754577
363,-2.799760201808441,-2.8006546967361556,157625.65602391056
364,-2.7997670822461274,-2.800655147252485,185768.72689880469
365,-2.799768950193641,-2.8006597153128068,203510.7173324357
366,-2.7997804819098793,-2.8006640849370137,215684.7503263725
367,-2.799787361932819,-2.8006650483459268,224141.17569722485
368,-2.799832987586888,-2.800665929453573,262789.5381166924
369,-2.799833393058688,-2.8006677298898137,263718.6554267794
370,-2.7999083266781146,-2.8006693950734025,345144.6873407781
371,-2.799930441480421,-2.8006701650206893,352410.4011489534
372,-2.800003375415016,-2.8006708705913725,363362.76679447293
373,-2.800003624558027,-2.8006714425398407,369849.1706187944
374,-2.8000039257922893,-2.800673665299885,416392.1792254458
375,-2.800004005424896,-2.8006747286064044,427695.27033067297
376,-2.8000132300902734,-2.8006761034538297,456071.5543043725
377,-2.800060752707329,-2.800676103696729,457675.4733824226
378,-2.8000608899809714,-2.8006761039252357,538628.711669783
379,-2.800062782165848,-2.800676104234362,547844.650077161
380,-2.8000984903768895,-2.800676104868472,673436.7607727138
381,-2.8000986296486388,-2.800677457435311,726072.6208086668
382,-2.8001072482040854,-2.8006781613830896,730994.3558075065
383,-2.8001211521083875,-2.8006789572996094,789528.5539237994
384,-2.8001212945348413,-2.8006794344822374,835091.6723305081
385,-2.8001425117526395,-2.800679795458741,869601.6381353475
386,-2.800145183109169,-2.800680171464907,985757.1729538122
387,-2.8001465237766903,-2.800680232090336,1087140.3452008802
388,-2.8005023412466348,-2.8006802927036754,1182821.473934496
389,-2.800502437259035,-2.8006803418264647,1454889.627402115
390,-2.800512099240615,-2.800680401410888,1550247.1929064086
391,-2.80051236954495,-2.8006808863139097,1579060.0302214872
392,-2.8006343115158456,-2.8006813879510473,1671068.46285801
393,-2.800634311978872,-2.8006813933998664,1672177.0638173223
394,-2.8006344474013343,-2.80068144669829,2274181.5618425813
395,-2.800642534298498,-2.8006814467519865,2548422.597777199
396,-2.8006425863080002,-2.800681446813151,3244019.2816096786
397,-2.8006463825855787,-2.8006814484709164,4470349.509245083
398,-2.8006748263379935,-2.800681454329296,5310637.960510427
399,-2.8006789295790915,-2.8006814918683776,6501634.720524591
400,-2.8006814924487693,-2.8006814924487795,693766898.2505033
