quantity,value
bond_length,3.0
rhf_energy,-1.9745608398354886
uhf_energy,-2.7997399344804137
fci_energy,-2.800681492448774
n_fci_configs,400.0
n_configs_below_uhf,363.0
n_configs_reach_fci,400.0
max_subspace_size,400.0
min_qsci_energy,-2.8006814924487693
energy_diff_to_fci,4.884981308350689e-15
