quantity,value
bond_length,
rhf_energy,-1.8291374123526865
uhf_energy,-1.9327383581458988
fci_energy,-1.9961503255188089
n_fci_configs,20
n_configs_below_uhf,18
n_configs_reach_fci,Never
max_subspace_size,36
min_qsci_energy,-1.9961503255188093
energy_diff_to_fci,-4.440892098500626e-16
chemical_accuracy_tol,0.0016
n_configs_chemacc_qsci,33
n_configs_chemacc_spin_symm,34
n_qubits,8
one_q_gates,109
two_q_gates,16
