bond_length,subspace_size,fci_subspace_energy,fci_energy
2.0,154,-2.84662253917319,-2.8471921339555992
2.0,155,-2.846725172257578,-2.8471921339555992
2.0,156,-2.846809224548015,-2.8471921339555992
2.0,157,-2.846845475101638,-2.8471921339555992
2.0,158,-2.84687440580356,-2.8471921339555992
2.0,159,-2.846914280816853,-2.8471921339555992
2.0,160,-2.8469414693331037,-2.8471921339555992
2.0,161,-2.846955150367214,-2.8471921339555992
2.0,162,-2.8469703998038773,-2.8471921339555992
2.0,163,-2.8469824957054115,-2.8471921339555992
2.0,164,-2.8469960035885395,-2.8471921339555992
2.0,165,-2.847015301745971,-2.8471921339555992
2.0,166,-2.8470375470653075,-2.8471921339555992
2.0,167,-2.8470537022063276,-2.8471921339555992
2.0,168,-2.8470678484002123,-2.8471921339555992
2.0,169,-2.847085011679619,-2.8471921339555992
2.0,170,-2.847105020771827,-2.8471921339555992
2.0,171,-2.8471178181718018,-2.8471921339555992
2.0,172,-2.847127746192532,-2.8471921339555992
2.0,173,-2.847134184334478,-2.8471921339555992
2.0,174,-2.8471413632581895,-2.8471921339555992
2.0,175,-2.8471449634418926,-2.8471921339555992
2.0,176,-2.847148261597388,-2.8471921339555992
2.0,177,-2.847150028019849,-2.8471921339555992
2.0,178,-2.8471519422081584,-2.8471921339555992
2.0,179,-2.8471545972053782,-2.8471921339555992
2.0,180,-2.8471571256855914,-2.8471921339555992
2.0,181,-2.847163595414216,-2.8471921339555992
2.0,182,-2.8471703785682188,-2.8471921339555992
2.0,183,-2.847171081633367,-2.8471921339555992
2.0,184,-2.847171835260854,-2.8471921339555992
2.0,185,-2.8471741203661507,-2.8471921339555992
2.0,186,-2.8471759049081333,-2.8471921339555992
2.0,187,-2.84717720756212,-2.8471921339555992
2.0,188,-2.847178738290187,-2.8471921339555992
2.0,189,-2.847179930941856,-2.8471921339555992
2.0,190,-2.847181505151009,-2.8471921339555992
2.0,191,-2.8471836547726572,-2.8471921339555992
2.0,192,-2.8471850889021413,-2.8471921339555992
2.0,193,-2.8471867529065267,-2.8471921339555992
2.0,194,-2.8471892284624385,-2.8471921339555992
2.0,195,-2.8471897675236293,-2.8471921339555992
2.0,196,-2.847190359031111,-2.8471921339555992
2.0,197,-2.8471907820235782,-2.8471921339555992
2.0,198,-2.847191248604713,-2.8471921339555992
2.0,199,-2.84719168157288,-2.8471921339555992
2.0,200,-2.84719213395559,-2.8471921339555992
2.0,201,-2.8471921339555992,-2.8471921339555992
2.0,202,-2.847192133955598,-2.8471921339555992
2.0,203,-2.8471921339556023,-2.8471921339555992
2.0,204,-2.847192133955589,-2.8471921339555992
2.0,205,-2.8471921339555926,-2.8471921339555992
2.0,206,-2.847192133955593,-2.8471921339555992
2.0,207,-2.8471921339555983,-2.8471921339555992
2.0,208,-2.847192133955603,-2.8471921339555992
2.0,209,-2.847192133955609,-2.8471921339555992
2.0,210,-2.847192133955609,-2.8471921339555992
2.0,211,-2.847192133955599,-2.8471921339555992
2.0,212,-2.8471921339556094,-2.8471921339555992
2.0,213,-2.847192133955591,-2.8471921339555992
2.0,214,-2.8471921339556014,-2.8471921339555992
2.0,215,-2.8471921339556077,-2.8471921339555992
2.0,216,-2.8471921339556028,-2.8471921339555992
2.0,217,-2.847192133955587,-2.8471921339555992
2.0,218,-2.8471921339555992,-2.8471921339555992
2.0,219,-2.8471921339555983,-2.8471921339555992
2.0,220,-2.8471921339555952,-2.8471921339555992
2.0,221,-2.847192133955584,-2.8471921339555992
2.0,222,-2.847192133955605,-2.8471921339555992
2.0,223,-2.8471921339556054,-2.8471921339555992
2.0,224,-2.8471921339556094,-2.8471921339555992
2.0,225,-2.8471921339556023,-2.8471921339555992
2.0,226,-2.8471921339555886,-2.8471921339555992
2.0,227,-2.8471921339555952,-2.8471921339555992
2.0,228,-2.8471921339556063,-2.8471921339555992
2.0,229,-2.847192133955605,-2.8471921339555992
2.0,230,-2.8471921339555997,-2.8471921339555992
2.0,231,-2.8471921339556037,-2.8471921339555992
2.0,232,-2.8471921339555997,-2.8471921339555992
2.0,233,-2.84719213395559,-2.8471921339555992
2.0,234,-2.8471921339556063,-2.8471921339555992
2.0,235,-2.8471921339555917,-2.8471921339555992
2.0,236,-2.8471921339556103,-2.8471921339555992
2.0,237,-2.84719213395559,-2.8471921339555992
2.0,238,-2.847192133955585,-2.8471921339555992
2.0,239,-2.8471921339556108,-2.8471921339555992
2.0,240,-2.8471921339555895,-2.8471921339555992
2.0,241,-2.847192133955596,-2.8471921339555992
2.0,242,-2.847192133955604,-2.8471921339555992
2.0,243,-2.8471921339556028,-2.8471921339555992
2.0,244,-2.8471921339555966,-2.8471921339555992
2.0,245,-2.8471921339555983,-2.8471921339555992
2.0,246,-2.847192133955592,-2.8471921339555992
2.0,247,-2.8471921339555966,-2.8471921339555992
2.0,248,-2.8471921339555943,-2.8471921339555992
2.0,249,-2.8471921339556077,-2.8471921339555992
2.0,250,-2.8471921339555957,-2.8471921339555992
2.0,251,-2.847192133955598,-2.8471921339555992
2.0,252,-2.8471921339555974,-2.8471921339555992
2.0,253,-2.8471921339555966,-2.8471921339555992
2.0,254,-2.847192133955594,-2.8471921339555992
2.0,255,-2.847192133955601,-2.8471921339555992
2.0,256,-2.847192133955588,-2.8471921339555992
2.0,257,-2.8471921339556054,-2.8471921339555992
2.0,258,-2.8471921339556006,-2.8471921339555992
2.0,259,-2.8471921339556014,-2.8471921339555992
2.0,260,-2.847192133955603,-2.8471921339555992
2.0,261,-2.847192133955604,-2.8471921339555992
2.0,262,-2.847192133955595,-2.8471921339555992
2.0,263,-2.847192133955592,-2.8471921339555992
2.0,264,-2.847192133955604,-2.8471921339555992
2.0,265,-2.8471921339555917,-2.8471921339555992
2.0,266,-2.8471921339555952,-2.8471921339555992
2.0,267,-2.847192133955602,-2.8471921339555992
2.0,268,-2.8471921339555952,-2.8471921339555992
2.0,269,-2.8471921339556028,-2.8471921339555992
2.0,270,-2.8471921339555992,-2.8471921339555992
2.0,271,-2.8471921339555832,-2.8471921339555992
2.0,272,-2.8471921339555997,-2.8471921339555992
2.0,273,-2.8471921339555806,-2.8471921339555992
2.0,274,-2.847192133955602,-2.8471921339555992
2.0,275,-2.8471921339556006,-2.8471921339555992
2.0,276,-2.8471921339555966,-2.8471921339555992
2.0,277,-2.8471921339555943,-2.8471921339555992
2.0,278,-2.847192133955602,-2.8471921339555992
2.0,279,-2.847192133955606,-2.8471921339555992
2.0,280,-2.8471921339555943,-2.8471921339555992
2.0,281,-2.8471921339555935,-2.8471921339555992
2.0,282,-2.8471921339555997,-2.8471921339555992
2.0,283,-2.8471921339556006,-2.8471921339555992
2.0,284,-2.847192133955603,-2.8471921339555992
2.0,285,-2.8471921339555832,-2.8471921339555992
2.0,286,-2.8471921339556014,-2.8471921339555992
2.0,287,-2.847192133955589,-2.8471921339555992
2.0,288,-2.847192133955602,-2.8471921339555992
2.0,289,-2.847192133955599,-2.8471921339555992
2.0,290,-2.847192133955608,-2.8471921339555992
2.0,291,-2.847192133955603,-2.8471921339555992
2.0,292,-2.8471921339555992,-2.8471921339555992
2.0,293,-2.8471921339556023,-2.8471921339555992
2.0,294,-2.8471921339555997,-2.8471921339555992
2.0,295,-2.847192133955599,-2.8471921339555992
2.0,296,-2.847192133955602,-2.8471921339555992
2.0,297,-2.8471921339556028,-2.8471921339555992
2.0,298,-2.847192133955607,-2.8471921339555992
2.0,299,-2.8471921339555917,-2.8471921339555992
2.0,300,-2.8471921339555917,-2.8471921339555992
2.0,301,-2.847192133955595,-2.8471921339555992
2.0,302,-2.8471921339555997,-2.8471921339555992
2.0,303,-2.847192133955603,-2.8471921339555992
2.0,304,-2.847192133955601,-2.8471921339555992
2.0,305,-2.8471921339556023,-2.8471921339555992
2.0,306,-2.8471921339556077,-2.8471921339555992
2.0,307,-2.8471921339555957,-2.8471921339555992
2.0,308,-2.8471921339555983,-2.8471921339555992
2.0,309,-2.847192133955603,-2.8471921339555992
2.0,310,-2.847192133955605,-2.8471921339555992
2.0,311,-2.8471921339556023,-2.8471921339555992
2.0,312,-2.847192133955591,-2.8471921339555992
2.0,313,-2.8471921339556028,-2.8471921339555992
2.0,314,-2.847192133955611,-2.8471921339555992
2.0,315,-2.847192133955594,-2.8471921339555992
2.0,316,-2.847192133955606,-2.8471921339555992
2.0,317,-2.847192133955596,-2.8471921339555992
2.0,318,-2.847192133955594,-2.8471921339555992
2.0,319,-2.8471921339556046,-2.8471921339555992
2.0,320,-2.847192133955612,-2.8471921339555992
2.0,321,-2.8471921339556068,-2.8471921339555992
2.0,322,-2.8471921339556,-2.8471921339555992
2.0,323,-2.847192133955626,-2.8471921339555992
2.0,324,-2.8471921339556014,-2.8471921339555992
2.0,325,-2.847192133955614,-2.8471921339555992
2.0,326,-2.847192133955595,-2.8471921339555992
2.0,327,-2.8471921339556,-2.8471921339555992
2.0,328,-2.8471921339555983,-2.8471921339555992
2.0,329,-2.8471921339555912,-2.8471921339555992
2.0,330,-2.847192133955594,-2.8471921339555992
2.0,331,-2.8471921339556174,-2.8471921339555992
2.0,332,-2.8471921339555792,-2.8471921339555992
2.0,333,-2.8471921339555983,-2.8471921339555992
2.0,334,-2.847192133955602,-2.8471921339555992
2.0,335,-2.8471921339556046,-2.8471921339555992
2.0,336,-2.8471921339556094,-2.8471921339555992
2.0,337,-2.847192133955591,-2.8471921339555992
2.0,338,-2.8471921339555992,-2.8471921339555992
2.0,339,-2.8471921339555957,-2.8471921339555992
2.0,340,-2.847192133955606,-2.8471921339555992
2.0,341,-2.847192133955603,-2.8471921339555992
2.0,342,-2.847192133955591,-2.8471921339555992
2.0,343,-2.847192133955596,-2.8471921339555992
2.0,344,-2.847192133955585,-2.8471921339555992
2.0,345,-2.8471921339556023,-2.8471921339555992
2.0,346,-2.8471921339555912,-2.8471921339555992
2.0,347,-2.8471921339556023,-2.8471921339555992
2.0,348,-2.847192133955618,-2.8471921339555992
2.0,349,-2.847192133955604,-2.8471921339555992
2.0,350,-2.8471921339556,-2.8471921339555992
2.0,351,-2.847192133955601,-2.8471921339555992
2.0,352,-2.847192133955593,-2.8471921339555992
2.0,353,-2.847192133955594,-2.8471921339555992
2.0,354,-2.847192133955589,-2.8471921339555992
2.0,355,-2.8471921339555966,-2.8471921339555992
2.0,356,-2.847192133955594,-2.8471921339555992
2.0,357,-2.8471921339556,-2.8471921339555992
2.0,358,-2.847192133955604,-2.8471921339555992
2.0,359,-2.847192133955606,-2.8471921339555992
2.0,360,-2.847192133955598,-2.8471921339555992
2.0,361,-2.8471921339555952,-2.8471921339555992
2.0,362,-2.847192133955594,-2.8471921339555992
2.0,363,-2.847192133955592,-2.8471921339555992
2.0,364,-2.8471921339556046,-2.8471921339555992
2.0,365,-2.8471921339556014,-2.8471921339555992
2.0,366,-2.8471921339556046,-2.8471921339555992
2.0,367,-2.847192133955602,-2.8471921339555992
2.0,368,-2.8471921339555877,-2.8471921339555992
2.0,369,-2.847192133955603,-2.8471921339555992
2.0,370,-2.8471921339555886,-2.8471921339555992
2.0,371,-2.847192133955596,-2.8471921339555992
2.0,372,-2.847192133955603,-2.8471921339555992
2.0,373,-2.847192133955606,-2.8471921339555992
2.0,374,-2.847192133955604,-2.8471921339555992
2.0,375,-2.8471921339555917,-2.8471921339555992
2.0,376,-2.847192133955587,-2.8471921339555992
2.0,377,-2.8471921339556006,-2.8471921339555992
2.0,378,-2.8471921339555997,-2.8471921339555992
2.0,379,-2.847192133955587,-2.8471921339555992
2.0,380,-2.84719213395561,-2.8471921339555992
2.0,381,-2.847192133955608,-2.8471921339555992
2.0,382,-2.8471921339556086,-2.8471921339555992
2.0,383,-2.8471921339556117,-2.8471921339555992
2.0,384,-2.8471921339556006,-2.8471921339555992
2.0,385,-2.8471921339555997,-2.8471921339555992
2.0,386,-2.8471921339556068,-2.8471921339555992
2.0,387,-2.8471921339555966,-2.8471921339555992
2.0,388,-2.847192133955603,-2.8471921339555992
2.0,389,-2.8471921339555943,-2.8471921339555992
2.0,390,-2.847192133955597,-2.8471921339555992
2.0,391,-2.84719213395561,-2.8471921339555992
2.0,392,-2.847192133955609,-2.8471921339555992
2.0,393,-2.847192133955599,-2.8471921339555992
2.0,394,-2.8471921339556063,-2.8471921339555992
2.0,395,-2.847192133955604,-2.8471921339555992
2.0,396,-2.84719213395561,-2.8471921339555992
2.0,397,-2.8471921339555992,-2.8471921339555992
2.0,398,-2.847192133955593,-2.8471921339555992
2.0,399,-2.847192133955592,-2.8471921339555992
2.0,400,-2.847192133955598,-2.8471921339555992
2.0,401,-2.8471921339555997,-2.8471921339555992
2.0,402,-2.847192133955594,-2.8471921339555992
2.0,403,-2.847192133955596,-2.8471921339555992
2.0,404,-2.847192133955603,-2.8471921339555992
2.0,405,-2.847192133955598,-2.8471921339555992
