quantity,value
bond_length,
rhf_energy,-1.2297792766554239
uhf_energy,-1.8663345840893852
fci_energy,-1.8663437074991573
n_fci_configs,36
n_configs_below_uhf,31
n_configs_reach_fci,Never
max_subspace_size,33
min_qsci_energy,-1.8663419635196374
energy_diff_to_fci,1.7439795199081232e-06
chemical_accuracy_tol,0.0016
n_configs_chemacc_qsci,28
n_configs_chemacc_spin_symm,15
n_qubits,8
one_q_gates,108
two_q_gates,16
